date,month_id,home_team,away_team,y_true,selected_set,p_selected,stake_total,stake_split,hit,profit,stoploss,bankroll,martingale_level
2017-05-01,2017-05,HOME,AWAY,2,"(2, 3)",0.4682327929031832,100,"{2: 50.0, 3: 50.0}",1,52.499999999999986,0,149475.0,0
2017-05-01,2017-05,HOME,AWAY,1,"(2, 3)",0.4682327929031832,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,149375.0,1
2017-05-01,2017-05,HOME,AWAY,1,"(2, 3)",0.4682327929031832,300,"{2: 150.0, 3: 150.0}",0,-300.0,0,149075.0,2
2017-05-01,2017-05,HOME,AWAY,1,"(2, 3)",0.4682327929031832,900,"{2: 450.0, 3: 450.0}",0,-900.0,0,148175.0,3
2017-06-01,2017-06,HOME,AWAY,7,"(2, 3)",0.46562510534362855,2700,"{2: 1350.0, 3: 1350.0}",0,-2700.0,0,145475.0,4
2017-06-01,2017-06,HOME,AWAY,4,"(2, 3)",0.46562510534362855,8100,"{2: 4050.0, 3: 4050.0}",0,-8100.0,0,137375.0,5
2017-06-01,2017-06,HOME,AWAY,7,"(2, 3)",0.46562510534362855,24300,"{2: 12150.0, 3: 12150.0}",0,-24300.0,0,113075.0,6
2017-06-01,2017-06,HOME,AWAY,4,"(2, 3)",0.46562510534362855,72900,"{2: 36450.0, 3: 36450.0}",0,-72900.0,0,40175.0,7
2017-06-01,2017-06,HOME,AWAY,6,"(2, 3)",0.46562510534362855,218700,"{2: 109350.0, 3: 109350.0}",0,-218700.0,1,-178525.0,0
2017-06-01,2017-06,HOME,AWAY,6,"(2, 3)",0.46562510534362855,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-178625.0,1
2017-06-01,2017-06,HOME,AWAY,2,"(2, 3)",0.46562510534362855,300,"{2: 150.0, 3: 150.0}",1,210.0,0,-178415.0,0
2017-06-01,2017-06,HOME,AWAY,2,"(2, 3)",0.46562510534362855,100,"{2: 50.0, 3: 50.0}",1,60.000000000000014,0,-178355.0,0
2017-06-01,2017-06,HOME,AWAY,4,"(2, 3)",0.46562510534362855,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-178455.0,1
2017-06-01,2017-06,HOME,AWAY,3,"(2, 3)",0.46562510534362855,300,"{2: 150.0, 3: 150.0}",1,232.5,0,-178222.5,0
2017-06-01,2017-06,HOME,AWAY,3,"(2, 3)",0.46562510534362855,100,"{2: 50.0, 3: 50.0}",1,92.5,0,-178130.0,0
2017-06-01,2017-06,HOME,AWAY,2,"(2, 3)",0.46562510534362855,100,"{2: 50.0, 3: 50.0}",1,52.499999999999986,0,-178077.5,0
2017-06-01,2017-06,HOME,AWAY,6,"(2, 3)",0.46562510534362855,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-178177.5,1
2017-06-01,2017-06,HOME,AWAY,2,"(2, 3)",0.46562510534362855,300,"{2: 150.0, 3: 150.0}",1,262.5,0,-177915.0,0
2017-06-01,2017-06,HOME,AWAY,3,"(2, 3)",0.46562510534362855,100,"{2: 50.0, 3: 50.0}",1,87.5,0,-177827.5,0
2017-06-01,2017-06,HOME,AWAY,3,"(2, 3)",0.46562510534362855,100,"{2: 50.0, 3: 50.0}",1,72.50000000000001,0,-177755.0,0
2017-07-01,2017-07,HOME,AWAY,1,"(2, 3)",0.4635377702868192,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-177855.0,1
2017-07-01,2017-07,HOME,AWAY,1,"(2, 3)",0.4635377702868192,300,"{2: 150.0, 3: 150.0}",0,-300.0,0,-178155.0,2
2017-07-01,2017-07,HOME,AWAY,1,"(2, 3)",0.4635377702868192,900,"{2: 450.0, 3: 450.0}",0,-900.0,0,-179055.0,3
2017-07-01,2017-07,HOME,AWAY,5,"(2, 3)",0.4635377702868192,2700,"{2: 1350.0, 3: 1350.0}",0,-2700.0,0,-181755.0,4
2017-07-01,2017-07,HOME,AWAY,1,"(2, 3)",0.4635377702868192,8100,"{2: 4050.0, 3: 4050.0}",0,-8100.0,0,-189855.0,5
2017-07-01,2017-07,HOME,AWAY,1,"(2, 3)",0.4635377702868192,24300,"{2: 12150.0, 3: 12150.0}",0,-24300.0,0,-214155.0,6
2017-07-01,2017-07,HOME,AWAY,3,"(2, 3)",0.4635377702868192,72900,"{2: 36450.0, 3: 36450.0}",1,61965.0,0,-152190.0,0
2017-07-01,2017-07,HOME,AWAY,5,"(2, 3)",0.4635377702868192,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-152290.0,1
2017-07-01,2017-07,HOME,AWAY,2,"(2, 3)",0.4635377702868192,300,"{2: 150.0, 3: 150.0}",1,157.5,0,-152132.5,0
2017-07-01,2017-07,HOME,AWAY,3,"(2, 3)",0.4635377702868192,100,"{2: 50.0, 3: 50.0}",1,92.5,0,-152040.0,0
2017-07-01,2017-07,HOME,AWAY,4,"(2, 3)",0.4635377702868192,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-152140.0,1
2017-07-01,2017-07,HOME,AWAY,7,"(2, 3)",0.4635377702868192,300,"{2: 150.0, 3: 150.0}",0,-300.0,0,-152440.0,2
2017-07-01,2017-07,HOME,AWAY,5,"(2, 3)",0.4635377702868192,900,"{2: 450.0, 3: 450.0}",0,-900.0,0,-153340.0,3
2017-07-01,2017-07,HOME,AWAY,3,"(2, 3)",0.4635377702868192,2700,"{2: 1350.0, 3: 1350.0}",1,2160.0,0,-151180.0,0
2017-07-01,2017-07,HOME,AWAY,4,"(2, 3)",0.4635377702868192,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-151280.0,1
2017-07-01,2017-07,HOME,AWAY,3,"(2, 3)",0.4635377702868192,300,"{2: 150.0, 3: 150.0}",1,225.0,0,-151055.0,0
2017-08-01,2017-08,HOME,AWAY,1,"(2, 3)",0.4704402119403799,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-151155.0,1
2017-08-01,2017-08,HOME,AWAY,4,"(2, 3)",0.4704402119403799,300,"{2: 150.0, 3: 150.0}",0,-300.0,0,-151455.0,2
2017-08-01,2017-08,HOME,AWAY,2,"(2, 3)",0.4704402119403799,900,"{2: 450.0, 3: 450.0}",1,855.0,0,-150600.0,0
2017-08-01,2017-08,HOME,AWAY,2,"(2, 3)",0.4704402119403799,100,"{2: 50.0, 3: 50.0}",1,57.5,0,-150542.5,0
2017-08-01,2017-08,HOME,AWAY,1,"(2, 3)",0.4704402119403799,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-150642.5,1
2017-08-01,2017-08,HOME,AWAY,1,"(2, 3)",0.4704402119403799,300,"{2: 150.0, 3: 150.0}",0,-300.0,0,-150942.5,2
2017-08-01,2017-08,HOME,AWAY,3,"(2, 3)",0.4704402119403799,900,"{2: 450.0, 3: 450.0}",1,652.5,0,-150290.0,0
2017-08-01,2017-08,HOME,AWAY,0,"(2, 3)",0.4704402119403799,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-150390.0,1
2017-08-01,2017-08,HOME,AWAY,3,"(2, 3)",0.4704402119403799,300,"{2: 150.0, 3: 150.0}",1,225.0,0,-150165.0,0
2017-08-02,2017-08,HOME,AWAY,3,"(2, 3)",0.4704402119403799,100,"{2: 50.0, 3: 50.0}",1,77.49999999999999,0,-150087.5,0
2017-08-02,2017-08,HOME,AWAY,1,"(2, 3)",0.4704402119403799,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-150187.5,1
2017-08-02,2017-08,HOME,AWAY,3,"(2, 3)",0.4704402119403799,300,"{2: 150.0, 3: 150.0}",1,330.0,0,-149857.5,0
2017-08-02,2017-08,HOME,AWAY,2,"(2, 3)",0.4704402119403799,100,"{2: 50.0, 3: 50.0}",1,62.5,0,-149795.0,0
2017-08-02,2017-08,HOME,AWAY,2,"(2, 3)",0.4704402119403799,100,"{2: 50.0, 3: 50.0}",1,67.5,0,-149727.5,0
2017-08-02,2017-08,HOME,AWAY,3,"(2, 3)",0.4704402119403799,100,"{2: 50.0, 3: 50.0}",1,85.0,0,-149642.5,0
2017-08-02,2017-08,HOME,AWAY,3,"(2, 3)",0.4704402119403799,100,"{2: 50.0, 3: 50.0}",1,77.49999999999999,0,-149565.0,0
2017-09-01,2017-09,HOME,AWAY,7,"(2, 3)",0.464831053504909,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-149665.0,1
2017-09-01,2017-09,HOME,AWAY,5,"(2, 3)",0.464831053504909,300,"{2: 150.0, 3: 150.0}",0,-300.0,0,-149965.0,2
2017-09-01,2017-09,HOME,AWAY,5,"(2, 3)",0.464831053504909,900,"{2: 450.0, 3: 450.0}",0,-900.0,0,-150865.0,3
2017-09-01,2017-09,HOME,AWAY,4,"(2, 3)",0.464831053504909,2700,"{2: 1350.0, 3: 1350.0}",0,-2700.0,0,-153565.0,4
2017-09-01,2017-09,HOME,AWAY,1,"(2, 3)",0.464831053504909,8100,"{2: 4050.0, 3: 4050.0}",0,-8100.0,0,-161665.0,5
2017-09-01,2017-09,HOME,AWAY,4,"(2, 3)",0.464831053504909,24300,"{2: 12150.0, 3: 12150.0}",0,-24300.0,0,-185965.0,6
2017-09-01,2017-09,HOME,AWAY,6,"(2, 3)",0.464831053504909,72900,"{2: 36450.0, 3: 36450.0}",0,-72900.0,0,-258865.0,7
2017-09-01,2017-09,HOME,AWAY,0,"(2, 3)",0.464831053504909,218700,"{2: 109350.0, 3: 109350.0}",0,-218700.0,1,-477565.0,0
2017-09-01,2017-09,HOME,AWAY,3,"(2, 3)",0.464831053504909,100,"{2: 50.0, 3: 50.0}",1,160.0,0,-477405.0,0
2017-09-01,2017-09,HOME,AWAY,2,"(2, 3)",0.464831053504909,100,"{2: 50.0, 3: 50.0}",1,60.000000000000014,0,-477345.0,0
2017-09-01,2017-09,HOME,AWAY,0,"(2, 3)",0.464831053504909,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-477445.0,1
2017-09-01,2017-09,HOME,AWAY,3,"(2, 3)",0.464831053504909,300,"{2: 150.0, 3: 150.0}",1,225.0,0,-477220.0,0
2017-09-01,2017-09,HOME,AWAY,0,"(2, 3)",0.464831053504909,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-477320.0,1
2017-09-01,2017-09,HOME,AWAY,2,"(2, 3)",0.464831053504909,300,"{2: 150.0, 3: 150.0}",1,240.0,0,-477080.0,0
2017-09-01,2017-09,HOME,AWAY,3,"(2, 3)",0.464831053504909,100,"{2: 50.0, 3: 50.0}",1,75.0,0,-477005.0,0
2017-09-01,2017-09,HOME,AWAY,2,"(2, 3)",0.464831053504909,100,"{2: 50.0, 3: 50.0}",1,57.5,0,-476947.5,0
2017-10-01,2017-10,HOME,AWAY,1,"(2, 3)",0.464413451819953,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-477047.5,1
2017-10-01,2017-10,HOME,AWAY,2,"(2, 3)",0.464413451819953,300,"{2: 150.0, 3: 150.0}",1,150.0,0,-476897.5,0
2017-10-01,2017-10,HOME,AWAY,0,"(2, 3)",0.464413451819953,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-476997.5,1
2017-10-01,2017-10,HOME,AWAY,4,"(2, 3)",0.464413451819953,300,"{2: 150.0, 3: 150.0}",0,-300.0,0,-477297.5,2
2017-10-01,2017-10,HOME,AWAY,1,"(2, 3)",0.464413451819953,900,"{2: 450.0, 3: 450.0}",0,-900.0,0,-478197.5,3
2017-10-01,2017-10,HOME,AWAY,6,"(2, 3)",0.464413451819953,2700,"{2: 1350.0, 3: 1350.0}",0,-2700.0,0,-480897.5,4
2017-10-01,2017-10,HOME,AWAY,6,"(2, 3)",0.464413451819953,8100,"{2: 4050.0, 3: 4050.0}",0,-8100.0,0,-488997.5,5
2017-10-01,2017-10,HOME,AWAY,0,"(2, 3)",0.464413451819953,24300,"{2: 12150.0, 3: 12150.0}",0,-24300.0,0,-513297.5,6
2017-10-01,2017-10,HOME,AWAY,3,"(2, 3)",0.464413451819953,72900,"{2: 36450.0, 3: 36450.0}",1,54675.0,0,-458622.5,0
2017-10-01,2017-10,HOME,AWAY,5,"(2, 3)",0.464413451819953,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-458722.5,1
2017-10-01,2017-10,HOME,AWAY,1,"(2, 3)",0.464413451819953,300,"{2: 150.0, 3: 150.0}",0,-300.0,0,-459022.5,2
2017-10-01,2017-10,HOME,AWAY,4,"(2, 3)",0.464413451819953,900,"{2: 450.0, 3: 450.0}",0,-900.0,0,-459922.5,3
2017-10-01,2017-10,HOME,AWAY,2,"(2, 3)",0.464413451819953,2700,"{2: 1350.0, 3: 1350.0}",1,1552.5,0,-458370.0,0
2017-10-01,2017-10,HOME,AWAY,2,"(2, 3)",0.464413451819953,100,"{2: 50.0, 3: 50.0}",1,52.499999999999986,0,-458317.5,0
2017-10-01,2017-10,HOME,AWAY,2,"(2, 3)",0.464413451819953,100,"{2: 50.0, 3: 50.0}",1,97.5,0,-458220.0,0
2017-10-01,2017-10,HOME,AWAY,4,"(2, 3)",0.464413451819953,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-458320.0,1
2017-11-01,2017-11,HOME,AWAY,4,"(2, 3)",0.466879851635816,300,"{2: 150.0, 3: 150.0}",0,-300.0,0,-458620.0,2
2017-11-01,2017-11,HOME,AWAY,2,"(2, 3)",0.466879851635816,900,"{2: 450.0, 3: 450.0}",1,540.0000000000001,0,-458080.0,0
2017-11-01,2017-11,HOME,AWAY,2,"(2, 3)",0.466879851635816,100,"{2: 50.0, 3: 50.0}",1,67.5,0,-458012.5,0
2017-11-01,2017-11,HOME,AWAY,3,"(2, 3)",0.466879851635816,100,"{2: 50.0, 3: 50.0}",1,90.0,0,-457922.5,0
2017-11-01,2017-11,HOME,AWAY,5,"(2, 3)",0.466879851635816,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-458022.5,1
2017-11-01,2017-11,HOME,AWAY,2,"(2, 3)",0.466879851635816,300,"{2: 150.0, 3: 150.0}",1,142.5,0,-457880.0,0
2017-11-01,2017-11,HOME,AWAY,2,"(2, 3)",0.466879851635816,100,"{2: 50.0, 3: 50.0}",1,82.5,0,-457797.5,0
2017-11-01,2017-11,HOME,AWAY,0,"(2, 3)",0.466879851635816,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-457897.5,1
2017-11-01,2017-11,HOME,AWAY,6,"(2, 3)",0.466879851635816,300,"{2: 150.0, 3: 150.0}",0,-300.0,0,-458197.5,2
2017-11-01,2017-11,HOME,AWAY,3,"(2, 3)",0.466879851635816,900,"{2: 450.0, 3: 450.0}",1,765.0,0,-457432.5,0
2017-11-01,2017-11,HOME,AWAY,2,"(2, 3)",0.466879851635816,100,"{2: 50.0, 3: 50.0}",1,85.0,0,-457347.5,0
2017-11-01,2017-11,HOME,AWAY,3,"(2, 3)",0.466879851635816,100,"{2: 50.0, 3: 50.0}",1,90.0,0,-457257.5,0
2017-11-01,2017-11,HOME,AWAY,4,"(2, 3)",0.466879851635816,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-457357.5,1
2017-11-01,2017-11,HOME,AWAY,2,"(2, 3)",0.466879851635816,300,"{2: 150.0, 3: 150.0}",1,165.0,0,-457192.5,0
2017-11-01,2017-11,HOME,AWAY,1,"(2, 3)",0.466879851635816,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-457292.5,1
2017-11-01,2017-11,HOME,AWAY,2,"(2, 3)",0.466879851635816,300,"{2: 150.0, 3: 150.0}",1,187.5,0,-457105.0,0
2017-12-01,2017-12,HOME,AWAY,5,"(2, 3)",0.46543177847913697,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-457205.0,1
2017-12-01,2017-12,HOME,AWAY,5,"(2, 3)",0.46543177847913697,300,"{2: 150.0, 3: 150.0}",0,-300.0,0,-457505.0,2
2017-12-01,2017-12,HOME,AWAY,7,"(2, 3)",0.46543177847913697,900,"{2: 450.0, 3: 450.0}",0,-900.0,0,-458405.0,3
2017-12-01,2017-12,HOME,AWAY,3,"(2, 3)",0.46543177847913697,2700,"{2: 1350.0, 3: 1350.0}",1,2227.5,0,-456177.5,0
2017-12-01,2017-12,HOME,AWAY,3,"(2, 3)",0.46543177847913697,100,"{2: 50.0, 3: 50.0}",1,82.5,0,-456095.0,0
2017-12-01,2017-12,HOME,AWAY,1,"(2, 3)",0.46543177847913697,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-456195.0,1
2017-12-01,2017-12,HOME,AWAY,4,"(2, 3)",0.46543177847913697,300,"{2: 150.0, 3: 150.0}",0,-300.0,0,-456495.0,2
2017-12-01,2017-12,HOME,AWAY,7,"(2, 3)",0.46543177847913697,900,"{2: 450.0, 3: 450.0}",0,-900.0,0,-457395.0,3
2017-12-01,2017-12,HOME,AWAY,3,"(2, 3)",0.46543177847913697,2700,"{2: 1350.0, 3: 1350.0}",1,1890.0,0,-455505.0,0
2017-12-01,2017-12,HOME,AWAY,1,"(2, 3)",0.46543177847913697,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-455605.0,1
2017-12-01,2017-12,HOME,AWAY,1,"(2, 3)",0.46543177847913697,300,"{2: 150.0, 3: 150.0}",0,-300.0,0,-455905.0,2
2017-12-01,2017-12,HOME,AWAY,1,"(2, 3)",0.46543177847913697,900,"{2: 450.0, 3: 450.0}",0,-900.0,0,-456805.0,3
2017-12-01,2017-12,HOME,AWAY,2,"(2, 3)",0.46543177847913697,2700,"{2: 1350.0, 3: 1350.0}",1,1417.4999999999995,0,-455387.5,0
2017-12-01,2017-12,HOME,AWAY,2,"(2, 3)",0.46543177847913697,100,"{2: 50.0, 3: 50.0}",1,57.5,0,-455330.0,0
2017-12-02,2017-12,HOME,AWAY,4,"(2, 3)",0.46543177847913697,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-455430.0,1
2017-12-02,2017-12,HOME,AWAY,1,"(2, 3)",0.46543177847913697,300,"{2: 150.0, 3: 150.0}",0,-300.0,0,-455730.0,2
2018-01-01,2018-01,HOME,AWAY,3,"(2, 3)",0.46736387879414354,900,"{2: 450.0, 3: 450.0}",1,675.0,0,-455055.0,0
2018-01-01,2018-01,HOME,AWAY,5,"(2, 3)",0.46736387879414354,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-455155.0,1
2018-01-01,2018-01,HOME,AWAY,2,"(2, 3)",0.46736387879414354,300,"{2: 150.0, 3: 150.0}",1,210.0,0,-454945.0,0
2018-01-01,2018-01,HOME,AWAY,2,"(2, 3)",0.46736387879414354,100,"{2: 50.0, 3: 50.0}",1,55.0,0,-454890.0,0
2018-01-01,2018-01,HOME,AWAY,3,"(2, 3)",0.46736387879414354,100,"{2: 50.0, 3: 50.0}",1,72.50000000000001,0,-454817.5,0
2018-01-01,2018-01,HOME,AWAY,4,"(2, 3)",0.46736387879414354,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-454917.5,1
2018-01-01,2018-01,HOME,AWAY,1,"(2, 3)",0.46736387879414354,300,"{2: 150.0, 3: 150.0}",0,-300.0,0,-455217.5,2
2018-01-01,2018-01,HOME,AWAY,3,"(2, 3)",0.46736387879414354,900,"{2: 450.0, 3: 450.0}",1,675.0,0,-454542.5,0
2018-01-01,2018-01,HOME,AWAY,1,"(2, 3)",0.46736387879414354,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-454642.5,1
2018-01-01,2018-01,HOME,AWAY,2,"(2, 3)",0.46736387879414354,300,"{2: 150.0, 3: 150.0}",1,180.0,0,-454462.5,0
2018-01-01,2018-01,HOME,AWAY,0,"(2, 3)",0.46736387879414354,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-454562.5,1
2018-01-01,2018-01,HOME,AWAY,3,"(2, 3)",0.46736387879414354,300,"{2: 150.0, 3: 150.0}",1,217.5,0,-454345.0,0
2018-01-01,2018-01,HOME,AWAY,3,"(2, 3)",0.46736387879414354,100,"{2: 50.0, 3: 50.0}",1,75.0,0,-454270.0,0
2018-01-01,2018-01,HOME,AWAY,2,"(2, 3)",0.46736387879414354,100,"{2: 50.0, 3: 50.0}",1,64.99999999999999,0,-454205.0,0
2018-01-01,2018-01,HOME,AWAY,1,"(2, 3)",0.46736387879414354,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-454305.0,1
2018-01-01,2018-01,HOME,AWAY,3,"(2, 3)",0.46736387879414354,300,"{2: 150.0, 3: 150.0}",1,225.0,0,-454080.0,0
2018-02-01,2018-02,HOME,AWAY,2,"(2, 3)",0.4661841051498091,100,"{2: 50.0, 3: 50.0}",1,82.5,0,-453997.5,0
2018-02-01,2018-02,HOME,AWAY,3,"(2, 3)",0.4661841051498091,100,"{2: 50.0, 3: 50.0}",1,82.5,0,-453915.0,0
2018-02-01,2018-02,HOME,AWAY,5,"(2, 3)",0.4661841051498091,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-454015.0,1
2018-02-01,2018-02,HOME,AWAY,3,"(2, 3)",0.4661841051498091,300,"{2: 150.0, 3: 150.0}",1,300.0,0,-453715.0,0
2018-02-01,2018-02,HOME,AWAY,4,"(2, 3)",0.4661841051498091,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-453815.0,1
2018-02-01,2018-02,HOME,AWAY,3,"(2, 3)",0.4661841051498091,300,"{2: 150.0, 3: 150.0}",1,225.0,0,-453590.0,0
2018-02-01,2018-02,HOME,AWAY,2,"(2, 3)",0.4661841051498091,100,"{2: 50.0, 3: 50.0}",1,52.499999999999986,0,-453537.5,0
2018-02-01,2018-02,HOME,AWAY,2,"(2, 3)",0.4661841051498091,100,"{2: 50.0, 3: 50.0}",1,55.0,0,-453482.5,0
2018-02-01,2018-02,HOME,AWAY,0,"(2, 3)",0.4661841051498091,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-453582.5,1
2018-02-01,2018-02,HOME,AWAY,3,"(2, 3)",0.4661841051498091,300,"{2: 150.0, 3: 150.0}",1,240.0,0,-453342.5,0
2018-02-01,2018-02,HOME,AWAY,2,"(2, 3)",0.4661841051498091,100,"{2: 50.0, 3: 50.0}",1,57.5,0,-453285.0,0
2018-02-01,2018-02,HOME,AWAY,3,"(2, 3)",0.4661841051498091,100,"{2: 50.0, 3: 50.0}",1,77.49999999999999,0,-453207.5,0
2018-02-01,2018-02,HOME,AWAY,0,"(2, 3)",0.4661841051498091,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-453307.5,1
2018-02-01,2018-02,HOME,AWAY,2,"(2, 3)",0.4661841051498091,300,"{2: 150.0, 3: 150.0}",1,187.5,0,-453120.0,0
2018-02-01,2018-02,HOME,AWAY,2,"(2, 3)",0.4661841051498091,100,"{2: 50.0, 3: 50.0}",1,60.000000000000014,0,-453060.0,0
2018-02-01,2018-02,HOME,AWAY,1,"(2, 3)",0.4661841051498091,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-453160.0,1
2018-03-01,2018-03,HOME,AWAY,3,"(1, 2)",0.4721329001992603,300,"{1: 150.0, 2: 150.0}",0,-300.0,0,-453460.0,2
2018-03-01,2018-03,HOME,AWAY,3,"(1, 2)",0.4721329001992603,900,"{1: 450.0, 2: 450.0}",0,-900.0,0,-454360.0,3
2018-03-01,2018-03,HOME,AWAY,7,"(1, 2)",0.4721329001992603,2700,"{1: 1350.0, 2: 1350.0}",0,-2700.0,0,-457060.0,4
2018-03-01,2018-03,HOME,AWAY,1,"(1, 2)",0.4721329001992603,8100,"{1: 4050.0, 2: 4050.0}",1,8100.0,0,-448960.0,0
2018-03-01,2018-03,HOME,AWAY,1,"(1, 2)",0.4721329001992603,100,"{1: 50.0, 2: 50.0}",1,97.5,0,-448862.5,0
2018-03-01,2018-03,HOME,AWAY,2,"(1, 2)",0.4721329001992603,100,"{1: 50.0, 2: 50.0}",1,62.5,0,-448800.0,0
2018-03-01,2018-03,HOME,AWAY,4,"(1, 2)",0.4721329001992603,100,"{1: 50.0, 2: 50.0}",0,-100.0,0,-448900.0,1
2018-03-01,2018-03,HOME,AWAY,1,"(1, 2)",0.4721329001992603,300,"{1: 150.0, 2: 150.0}",1,292.5,0,-448607.5,0
2018-03-01,2018-03,HOME,AWAY,1,"(1, 2)",0.4721329001992603,100,"{1: 50.0, 2: 50.0}",1,125.0,0,-448482.5,0
2018-03-01,2018-03,HOME,AWAY,0,"(1, 2)",0.4721329001992603,100,"{1: 50.0, 2: 50.0}",0,-100.0,0,-448582.5,1
2018-03-01,2018-03,HOME,AWAY,3,"(1, 2)",0.4721329001992603,300,"{1: 150.0, 2: 150.0}",0,-300.0,0,-448882.5,2
2018-03-01,2018-03,HOME,AWAY,1,"(1, 2)",0.4721329001992603,900,"{1: 450.0, 2: 450.0}",1,990.0,0,-447892.5,0
2018-03-01,2018-03,HOME,AWAY,3,"(1, 2)",0.4721329001992603,100,"{1: 50.0, 2: 50.0}",0,-100.0,0,-447992.5,1
2018-03-01,2018-03,HOME,AWAY,4,"(1, 2)",0.4721329001992603,300,"{1: 150.0, 2: 150.0}",0,-300.0,0,-448292.5,2
2018-03-01,2018-03,HOME,AWAY,2,"(1, 2)",0.4721329001992603,900,"{1: 450.0, 2: 450.0}",1,607.5,0,-447685.0,0
2018-03-01,2018-03,HOME,AWAY,0,"(1, 2)",0.4721329001992603,100,"{1: 50.0, 2: 50.0}",0,-100.0,0,-447785.0,1
2018-04-01,2018-04,HOME,AWAY,4,"(2, 3)",0.4646239532680456,300,"{2: 150.0, 3: 150.0}",0,-300.0,0,-448085.0,2
2018-04-01,2018-04,HOME,AWAY,6,"(2, 3)",0.4646239532680456,900,"{2: 450.0, 3: 450.0}",0,-900.0,0,-448985.0,3
2018-04-01,2018-04,HOME,AWAY,3,"(2, 3)",0.4646239532680456,2700,"{2: 1350.0, 3: 1350.0}",1,2429.9999999999995,0,-446555.0,0
2018-04-01,2018-04,HOME,AWAY,2,"(2, 3)",0.4646239532680456,100,"{2: 50.0, 3: 50.0}",1,70.0,0,-446485.0,0
2018-04-01,2018-04,HOME,AWAY,3,"(2, 3)",0.4646239532680456,100,"{2: 50.0, 3: 50.0}",1,80.0,0,-446405.0,0
2018-04-01,2018-04,HOME,AWAY,3,"(2, 3)",0.4646239532680456,100,"{2: 50.0, 3: 50.0}",1,77.49999999999999,0,-446327.5,0
2018-04-01,2018-04,HOME,AWAY,0,"(2, 3)",0.4646239532680456,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-446427.5,1
2018-04-01,2018-04,HOME,AWAY,5,"(2, 3)",0.4646239532680456,300,"{2: 150.0, 3: 150.0}",0,-300.0,0,-446727.5,2
2018-04-01,2018-04,HOME,AWAY,6,"(2, 3)",0.4646239532680456,900,"{2: 450.0, 3: 450.0}",0,-900.0,0,-447627.5,3
2018-04-01,2018-04,HOME,AWAY,4,"(2, 3)",0.4646239532680456,2700,"{2: 1350.0, 3: 1350.0}",0,-2700.0,0,-450327.5,4
2018-04-01,2018-04,HOME,AWAY,1,"(2, 3)",0.4646239532680456,8100,"{2: 4050.0, 3: 4050.0}",0,-8100.0,0,-458427.5,5
2018-04-01,2018-04,HOME,AWAY,3,"(2, 3)",0.4646239532680456,24300,"{2: 12150.0, 3: 12150.0}",1,18832.499999999996,0,-439595.0,0
2018-04-01,2018-04,HOME,AWAY,7,"(2, 3)",0.4646239532680456,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-439695.0,1
2018-04-01,2018-04,HOME,AWAY,2,"(2, 3)",0.4646239532680456,300,"{2: 150.0, 3: 150.0}",1,360.00000000000006,0,-439335.0,0
2018-04-01,2018-04,HOME,AWAY,6,"(2, 3)",0.4646239532680456,100,"{2: 50.0, 3: 50.0}",0,-100.0,0,-439435.0,1
2018-04-01,2018-04,HOME,AWAY,3,"(2, 3)",0.4646239532680456,300,"{2: 150.0, 3: 150.0}",1,240.0,0,-439195.0,0
